,BTC_BTS,BTC_DASH,BTC_DOGE,BTC_LTC,BTC_NXT,BTC_STR,BTC_XEM,BTC_XMR,BTC_XRP,USDT_BTC,USDT_DASH,USDT_LTC,USDT_STR,USDT_XMR,USDT_XRP,BTC_ETH,USDT_ETH,BTC_SC,BTC_DCR,BTC_LSK,BTC_STEEM,BTC_ETC,ETH_ETC,USDT_ETC,BTC_ARDR,BTC_ZEC,ETH_ZEC,USDT_ZEC,BTC_ZRX,ETH_ZRX,BTC_CVC,BTC_OMG,BTC_GAS,BTC_STORJ,BTC_EOS,ETH_EOS,USDT_EOS,BTC_SNT,BTC_KNC,BTC_BAT,USDT_BAT,BTC_LOOM,USDT_DOGE,USDT_LSK,USDT_SC,USDT_ZRX,BTC_QTUM,USDT_QTUM,USDC_BTC,USDC_ETH,USDC_USDT,BTC_MANA,USDT_MANA,BTC_BNT,BTC_BCHSV,USDC_BCHSV,USDC_XRP,USDC_XMR,USDC_STR,USDC_DOGE,USDC_LTC,USDC_ZEC,BTC_FOAM,BTC_NMR,BTC_POLY,BTC_LPT,BTC_ATOM,USDC_ATOM,USDT_ATOM,USDC_DASH,USDC_EOS,USDC_ETC,USDT_BCHSV,BTC_TRX,USDC_TRX,USDT_TRX,TRX_ETH,TRX_XRP,USDT_BTT,TRX_BTT,USDT_WIN,TRX_WIN,TRX_STEEM,BTC_LINK,TRX_LINK,BTC_XTZ,USDT_XTZ,TRX_XTZ,USDT_BEAR,USDT_BULL,USDT_TRXBEAR,USDT_TRXBULL,PAX_BTC,PAX_ETH,USDT_PAX,USDT_USDJ,USDJ_BTC,USDJ_TRX,BTC_SNX,USDT_SNX,TRX_SNX,USDT_BSVBEAR,USDT_BSVBULL,BTC_MATIC,USDT_MATIC,TRX_MATIC,USDT_BCHBEAR,USDT_BCHBULL,USDT_ETHBEAR,USDT_ETHBULL,BTC_MKR,USDT_MKR,USDT_BVOL,USDT_IBVOL,DAI_BTC,DAI_ETH,USDT_DAI,BTC_NEO,USDT_NEO,TRX_NEO,BTC_SWFTC,USDT_SWFTC,TRX_SWFTC,USDT_JST,TRX_JST,USDT_BCN,USDT_STEEM,USDT_LINK,USDJ_BTT,BTC_AVA,USDT_AVA,TRX_AVA,USDT_XRPBULL,USDT_XRPBEAR,USDT_EOSBULL,USDT_EOSBEAR,USDT_LINKBULL,USDT_LINKBEAR,BTC_CHR,USDT_CHR,TRX_CHR,BNB_BTC,USDT_BNB,USDT_BUSD,TRX_BNB,BUSD_BNB,BUSD_BTC,BTC_MDT,USDT_MDT,TRX_MDT,USDT_BCHC,USDT_COMP,ETH_COMP,BTC_XFIL,USDT_XFIL,USDT_CUSDT,BTC_REN,USDT_REN,BTC_LRC,USDT_LRC,USDT_BAL,BTC_WRX,USDT_WRX,TRX_WRX,USDT_STAKE,USDT_BZRX,BTC_SXP,USDT_SXP,TRX_SXP,USDT_MTA,USDT_YFI,BTC_STPT,USDT_STPT,USDT_DEC,USDT_PLT,USDT_UMA,USDT_KTON,USDT_RING,BTC_SWAP,USDT_SWAP,USDT_TEND,BTC_EXE,USDT_EXE,USDT_TRADE,USDT_GEEQ,USDT_BAND,USDT_DOS,USDT_DIA,USDT_ZAP,USDT_PERX,USDT_TRB,USDT_DEXT,USDT_MCB,USDT_CRV,USDT_OM,USDT_OCEAN,USDT_BLY,BTC_SWINGBY,USDT_SWINGBY,TRX_SWINGBY,USDT_PRQ,USDT_DOT,BTC_DMG,USDT_DMG,TRX_DMG,USDT_RSR,USDT_WNXM,USDT_FCT2,BTC_FCT2,USDT_SUSHI,USDT_YFII,USDT_YFL,USDT_TAI,USDT_PEARL,USDT_JFI,USDT_CORN,USDT_SWRV,USDT_FSW,USDT_FUND,TRX_FUND,BTC_FUND,USDT_CREAM,USDT_SUN,USDT_HGET,BTC_HGET,USDT_AKRO,BTC_AKRO,USDT_ADEL,USDT_UNI,USDT_DHT,USDT_MEME,USDT_CVP,USDT_GHST,BTC_REPV2,USDT_REPV2,USDT_RARI,USDT_DICE,TRX_DICE,BTC_AMP,USDT_AMP,TRX_AMP,BTC_SAND,USDT_SAND,USDT_RFUEL,USDT_VALUE,USDT_POLS,BTC_AAVE,USDT_AAVE,BTC_BCHA,USDT_BCHA,BTC_BID,USDT_BID,BTC_CVT,USDT_CVT,BTC_INJ,USDT_INJ,BTC_BCH,USDT_BCH,USDC_BCH,BTC_SENSO,USDT_SENSO,USDT_KP3R,USDT_MPH,BTC_GLM,USDT_GLM,USDT_HEGIC,USDT_ZLOT,BTC_WBTC,USDT_WBTC,USDT_NU,BTC_FRONT,USDT_FRONT,USDT_API3,USDT_COVER,USDT_BADGER,BTC_FARM,USDT_FARM,BTC_DOT,USDT_GRT,TRX_SUN,USDT_XFLR,USDT_ESD,USDT_ONEINCH,USDT_REEF,USDT_BAS,USDT_BAC,USDT_LON,USDT_ROOK,USDT_TRU,USDT_CUDOS,USDT_BOND,USDT_PBTC35A,USDT_COMBO,USDT_TUSD,USDC_TUSD,USDT_ADABEAR,USDT_ADABULL,USDT_LTCBEAR,USDT_LTCBULL,USDT_XLMBEAR,USDT_XLMBULL,USDT_WETH,BTC_TRU,USDT_FTT,USDT_SRM,USDT_LPT
id,14,24,27,50,69,89,112,114,117,121,122,123,125,126,127,148,149,150,162,163,168,171,172,173,177,178,179,180,192,193,194,196,198,200,201,202,203,204,207,210,212,213,216,218,219,220,221,223,224,225,226,229,231,232,238,239,240,241,242,243,244,245,246,248,249,250,253,254,255,256,257,258,259,263,264,265,267,268,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,353,354,355,356,357,359,360,361,362,363,364,365,366,367,368,369,370,374,375,376,377,378,379,380,381,382,383,384,385,387,388,389,390,392,393,395,396,397,399,400,401,403,404,405,406,407,408,409,410,411,412,413,414,415,416,418,419,421,424,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,449,450,451,452,453,454,455,456,458,460,462,463,464,465,468,469,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,516,517,518,519,520,521,522,523,524,525,526
last,0.00000110,0.00312814,0.00000093,0.00398811,0.00000060,0.00000951,0.00000848,0.00425816,0.00001059,33648.26863820,105.66331226,134.35901862,0.32000005,143.69765385,0.35579164,0.04118306,1385.38050529,0.00000022,0.00196498,0.00004082,0.00000565,0.00022326,0.00543482,7.58669991,0.00000240,0.00269078,0.06541236,90.30041802,0.00001991,0.00048465,0.00000455,0.00011869,0.00005607,0.00001280,0.00008864,0.00217854,2.97333647,0.00000151,0.00004041,0.00000927,0.30984718,0.00000187,0.03123495,1.36100000,0.00738764,0.66710847,0.00010006,3.36755949,33661.48173811,1389.18918918,1.00030000,0.00000455,0.15315537,0.00005786,0.00532032,179.99997396,0.35765270,143.58044864,0.32146964,0.03127478,134.04726040,90.33974666,0.00000064,0.00081511,0.00000290,0.00008564,0.00026770,9.03974358,9.03695767,105.44334792,2.98079452,7.57013978,178.28517067,0.00000097,0.03271384,0.03275574,42542.06056325,10.65563451,0.00038318,0.01154086,0.00011500,0.00352957,5.74130464,0.00069520,653.24807928,0.00008518,2.85940114,88.03629951,0.00756827,30986.15577832,0.00911775,2.17480930,33734.53184449,1377.70000000,0.99997938,1.00120482,33842.94866301,0.03346980,0.00050675,17.17562413,554.75159070,0.01905073,0.05934593,0.00000123,0.03573010,1.24560896,0.22290718,3.87132763,0.00020386,4200.52295758,0.04301945,1486.44491607,2148.58282111,3661.29656088,33672.10854582,1399.70228530,1.00046821,0.00066972,22.66298400,565.04143242,0.00000006,0.00161779,0.05600000,0.03319399,1.01172388,0.00020112,0.19249361,23.24593508,0.00038069,0.00005051,1.69361445,52.26843814,0.68854440,0.01750606,0.37524073,0.29355380,777.00000000,0.00003515,0.00000106,0.03578669,1.10266955,668.34972126,50.75144665,0.99909819,1542.79669504,51.36861822,33811.97608005,0.00000080,0.02684576,0.75632803,0.00955667,365.29199574,0.25365195,0.00056017,18.95498662,0.02058370,0.00001840,0.58460171,0.00001576,0.54999998,31.12876877,0.00000324,0.10488384,3.98000001,16.55210729,0.31000000,0.00003709,1.25000000,12.00000000,3.59000000,30701.19036706,0.00000060,0.02025006,0.09763000,0.03600000,11.68340193,106.20411780,0.09715239,0.00002571,0.89130434,0.13999968,0.00000014,0.00532911,0.22255736,0.91044632,12.50000000,0.06810012,1.85931314,0.09310800,0.00177861,33.78784475,0.17200000,7.99999988,2.49370036,0.13492598,0.56553258,0.07404070,0.00000444,0.15022944,4.51790972,1.17750000,16.04397387,0.00000914,0.31000000,18.99999966,0.03655604,41.60575981,0.04800000,0.00000143,13.44890654,1831.80938712,625.00000000,0.46190789,206.55000284,48.00002613,6.95998633,0.80394998,0.30500001,0.03849394,1.18144027,0.00000114,305.99999992,9.95616961,4.89700000,0.00012164,0.01766990,0.00000052,0.11805592,19.43903049,3.35000029,530.61224489,3.99999999,0.78984900,0.00054453,18.75590700,4.58423574,0.02670963,0.78999990,0.00000027,0.00949900,0.38999935,0.00000251,0.08704429,0.05500756,4.01071970,1.51584013,0.00867806,290.49592502,0.00029354,10.19828870,0.00000033,0.01078413,0.00000259,0.08600062,0.00030376,10.16461080,0.01236769,416.95998067,417.18782012,0.00000696,0.23521744,400.19657586,147.00000000,0.00000360,0.12250000,0.30000000,883.33333460,0.99347826,33471.29748342,0.27500000,0.00002118,0.68541096,4.70000000,55.99999999,40.74686600,0.00558801,383.99999000,0.00048111,0.75406992,295.00000000,0.08780039,0.39000000,5.00000000,0.02430003,75.72662926,0.50000000,7.87793406,499.99999785,0.23200378,0.06800000,45.00000000,110.00000000,3.29999996,0.99951003,0.99963458,0.00039430,5407.20019531,1.07100000,5.70431783,45.27344801,1586.17669875,1771.63643752,0.00000678,12.04304637,2.73486535,2.85002271
lowestAsk,0.00000110,0.00314181,0.00000093,0.00399082,0.00000061,0.00000954,0.00000852,0.00427718,0.00001060,33681.85177795,105.89598706,134.30244406,0.32182418,143.90115860,0.35729052,0.04115928,1385.52750238,0.00000022,0.00196496,0.00004082,0.00000567,0.00022423,0.00553347,7.57765950,0.00000246,0.00270352,0.06579105,91.17447518,0.00002004,0.00049123,0.00000472,0.00012137,0.00005667,0.00001292,0.00008878,0.00220336,2.99089451,0.00000152,0.00004261,0.00000928,0.31481978,0.00000188,0.03153889,1.41999242,0.00744389,0.67186600,0.00010054,3.39932895,33726.35737537,1387.11786774,1.00030000,0.00000468,0.15638216,0.00006220,0.00532030,180.84593427,0.35775869,145.62741981,0.32321642,0.03144233,134.53622511,91.07064684,0.00000067,0.00081958,0.00000291,0.00008628,0.00026820,9.07711776,9.05976064,106.05091397,2.99366372,7.55559901,179.27713613,0.00000098,0.03281588,0.03277398,42451.54982899,12.46565074,0.00038434,0.01178306,0.00011578,0.00352957,5.88356136,0.00069673,799.95653394,0.00008536,2.88628684,93.38030143,0.00760776,31000.00000000,0.00933173,2.21239558,33824.68296201,1401.94538422,1.00017973,1.00130975,34343.09075977,0.03473047,0.00051466,17.26193313,665.99999999,0.01886107,0.05942550,0.00000123,0.04264520,1.80000000,0.22467077,3.87132660,0.00020434,4226.55972796,0.04587562,1495.72729435,2198.18445505,3600.31353026,33796.73440395,1434.75369783,0.99978772,0.00067496,22.72637625,749.55094578,0.00000006,0.00174966,0.06400000,0.03317740,1.01880878,0.00020621,0.19300453,23.48659853,0.00040016,0.00005061,1.69732581,52.57625107,0.68854439,0.01754943,0.37935130,0.29451239,779.00000000,0.00003553,0.00000108,0.03589231,1.11100676,667.70098321,50.74259633,0.99909819,1566.01645012,50.82541601,34559.58640828,0.00000079,0.02850964,1.14359809,0.00990000,365.29199573,0.28267053,0.00062647,22.49999830,0.02073220,0.00001920,0.61932929,0.00001586,0.53048789,31.66062520,0.00000336,0.11241759,4.79999991,16.55210477,0.32699516,0.00003771,1.25500000,59.99999989,3.62000015,30877.75003485,0.00000068,0.02350995,0.12099999,0.03600000,13.07191414,108.00000000,0.10075996,0.00002723,0.89130428,0.13999996,0.00000014,0.00473991,0.22109513,0.95340000,12.57634678,0.07079639,1.91208680,0.09310791,0.00180407,33.78784302,0.17200000,7.99999989,2.68965869,0.13572804,0.56599939,0.07404070,0.00000458,0.15022946,5.33302319,1.18000000,16.17457098,0.00000914,0.32998620,15.99999669,0.03628926,42.88217631,0.04800000,0.00000154,13.37819071,1842.43089613,574.02406354,0.46190312,318.99999994,69.99992312,6.25996942,0.80109004,0.28875616,0.03858953,1.17888899,0.00000115,309.99999999,9.93066719,4.89699999,0.00014590,0.01759494,0.00000054,0.14515922,19.55994214,3.99999999,542.85712808,3.99999998,0.70000000,0.00055906,18.51922841,4.58423573,0.02592253,1.83999999,0.00000028,0.00941759,0.36899999,0.00000253,0.08528000,0.06649998,4.01071727,1.51584013,0.00881117,292.04104117,0.00030349,10.22295452,0.00000034,0.01104579,0.00000262,0.08996926,0.00030313,10.19636301,0.01239928,417.74626133,418.04413111,0.00000704,0.23579951,499.99999999,189.89998245,0.00000362,0.12250000,0.32270267,883.33333460,0.99782608,33772.74330839,0.32000000,0.00002397,0.69978723,4.70000000,250.00000000,48.89999998,0.47888888,383.99999000,0.00048108,0.75938388,399.00000000,0.08903295,0.39000000,5.74999981,0.02489731,89.00000000,0.49200000,8.50788447,499.99999791,0.23431073,0.07000000,99.99999835,96.06757150,3.27999996,0.99951810,0.99997801,0.00039225,5658.90506561,1.11756734,5.72812690,47.01923866,1613.46671285,1800.00000000,0.00000722,11.98816961,2.78635292,3.08202674
highestBid,0.00000109,0.00313264,0.00000092,0.00398813,0.00000060,0.00000951,0.00000849,0.00426378,0.00001059,33681.85177794,105.57340079,134.19192288,0.32026188,143.66563409,0.35660001,0.04112600,1385.40495862,0.00000021,0.00195722,0.00004044,0.00000565,0.00022267,0.00541201,7.50305649,0.00000237,0.00269185,0.06504814,90.70426752,0.00001985,0.00048230,0.00000450,0.00011781,0.00005607,0.00001276,0.00008858,0.00215153,2.98073989,0.00000148,0.00004027,0.00000920,0.30984718,0.00000186,0.03106857,1.36010138,0.00738764,0.66797586,0.00009969,3.37047804,33680.61499732,1385.50400006,1.00027333,0.00000446,0.15163766,0.00005715,0.00528808,178.18323420,0.35641879,143.73164182,0.31998253,0.03077683,134.26462160,90.66015494,0.00000063,0.00079367,0.00000278,0.00008523,0.00026555,8.97186227,8.97750952,105.62123606,2.98263485,7.51321487,178.29641775,0.00000097,0.03272409,0.03273750,41949.17478070,10.82529819,0.00038202,0.01144763,0.00010885,0.00338628,5.74130464,0.00069497,709.42039528,0.00008402,2.85939982,81.20015127,0.00754886,30605.74181541,0.00908290,2.17356271,33619.14264608,1344.48940880,0.99863972,1.00109979,33342.80656625,0.03220927,0.00049774,16.35520663,300.00000000,0.01861075,0.05846756,0.00000115,0.03960631,1.10349672,0.21929729,3.82863551,0.00020169,4172.41596987,0.04209898,1477.16253776,1938.63437001,3220.06467864,33365.39646295,1376.28819558,0.99846911,0.00067087,22.62314653,581.66908948,0.00000004,0.00152871,0.03200000,0.03295579,1.00463898,0.00020113,0.18881876,23.29876916,0.00036133,0.00005012,1.69108556,51.74608701,0.67559609,0.01717793,0.37394842,0.28997019,769.56170555,0.00003515,0.00000105,0.03560623,1.08634761,660.89518561,50.57227204,0.99779955,1536.56838594,49.69548086,30408.18864082,0.00000078,0.02622514,0.56698087,0.00951286,337.20001449,0.25246462,0.00056017,18.95498662,0.02043002,0.00001819,0.58460361,0.00001537,0.45443185,31.33845994,0.00000311,0.10487204,2.49900110,15.55000000,0.31000000,0.00003698,1.25000000,12.00000005,3.52000011,30680.77040962,0.00000059,0.02020007,0.09800002,0.03485359,10.81618573,100.30000483,0.09715237,0.00002585,0.88743589,0.13151504,0.00000013,0.00432181,0.19967144,0.81975376,11.42000067,0.06810002,1.85932504,0.08676693,0.00175688,28.55447764,0.15001037,4.70383908,2.52000082,0.12000001,0.55735673,0.07345982,0.00000441,0.15022944,4.39065187,1.17750000,16.04500305,0.00000847,0.30000000,6.05000000,0.03587329,37.56512305,0.04560000,0.00000135,13.27118743,1782.53912132,540.00000074,0.36555964,200.00000002,48.00003138,5.50000196,0.64002470,0.27000003,0.03849394,1.16892412,0.00000114,305.99999992,9.51250946,2.70002253,0.00011631,0.01611593,0.00000050,0.11805592,19.43903049,3.35000124,518.36734693,1.56560001,0.51000003,0.00054377,18.37127773,4.44423573,0.02581406,0.53000013,0.00000027,0.00929063,0.14000000,0.00000246,0.08108233,0.05500756,3.55146827,1.50938287,0.00854137,290.15952004,0.00029575,10.17368241,0.00000032,0.01078427,0.00000254,0.08572602,0.00030009,10.12391654,0.01237195,416.73210159,417.07376672,0.00000689,0.22557633,400.19657586,150.00000001,0.00000359,0.11842438,0.30000001,750.00000000,0.98913043,33000.00000000,0.27500000,0.00001757,0.66787821,4.45200080,1.11000000,37.82250000,0.00569197,235.15192929,0.00047944,0.75406992,174.88888888,0.08780069,0.17000000,4.90000000,0.02252870,80.00000001,0.35786071,5.60000198,499.99999785,0.22182218,0.06500001,45.00000000,88.00000078,3.20000000,0.99950190,0.99997800,0.00038142,5466.40381693,1.10182680,5.64836248,45.66097924,1562.03165216,1111.04060903,0.00000657,11.98034844,2.75883014,2.85000565
percentChange,0.04761905,0.02873623,-0.09708737,0.03184451,-0.13043478,0.04735682,0.21316165,0.01896427,-0.26407227,-0.00031862,0.03183201,0.03498894,0.04918004,0.02348756,-0.26299252,0.05080298,0.05435687,0.04761904,-0.00479123,0.02976791,0.02355072,0.00000000,-0.04074540,0.01612497,0.00000000,0.03583967,-0.01043356,0.03552454,-0.04416706,-0.06411122,-0.00437636,0.14565637,-0.04756242,0.00866824,-0.02529140,-0.05558445,-0.02963442,0.05594406,0.05785340,0.03923767,0.03705553,-0.06965174,-0.09548229,0.06946234,0.04724602,-0.01335227,0.01029886,0.02087119,0.00085716,0.04979792,-0.00048976,0.00663716,0.00077406,0.03432248,0.01139269,0.02798385,-0.26176168,0.02119806,0.05179522,-0.09291882,0.02568269,0.03733195,-0.04477611,0.03487634,0.01398601,-0.14239935,0.11481280,0.12330885,0.11567378,0.01400202,-0.03945720,-0.00414395,0.00825179,0.01041666,0.00024613,0.01228935,0.05895387,-0.28852568,-0.00153737,-0.02791135,0.04545454,0.08574425,-0.02417867,0.04120175,-0.04914741,0.00661782,0.00922045,0.00041249,-0.00185826,0.01243998,-0.09252190,0.00798997,-0.00125730,0.04607820,0.00140166,-0.00226797,0.01721063,0.05577836,-0.00063107,0.01050976,-0.00044758,-0.08042031,0.00884238,0.08849557,-0.03978834,-0.02752226,-0.13247217,0.09656224,-0.16003296,0.15541487,-0.01646493,0.01542678,0.00209612,0.02276445,0.01629105,0.05549206,0.00091715,-0.00989045,0.00256011,-0.27172967,0.00000000,-0.04835882,0.16666666,0.05942638,0.04453001,-0.08164383,0.05966479,0.03762091,0.03484926,0.01181891,0.01483128,0.01335296,-0.65470636,-0.36584630,-0.10639433,0.00909531,0.12944717,-0.11772088,-0.07826086,-0.06468391,-0.06053047,-0.11015701,0.14298655,-0.00154070,0.12914544,0.11862621,0.02191541,0.11111111,0.13899165,0.16358158,-0.14925685,0.02669588,-0.14295710,-0.05371893,-0.02572662,-0.00748591,0.00656455,-0.05841005,0.09292649,0.16399759,0.18548727,0.03514376,0.02271678,0.13746749,-0.00944869,-0.00455688,-0.06456494,-0.04943001,0.00000000,0.20428677,0.02161112,-0.09090909,-0.11913558,0.03439251,-0.07407431,0.04835982,0.11676096,0.24311063,0.04853181,0.08576402,-0.11155155,-0.06666666,0.10505361,0.11278680,0.33225815,0.39542944,0.03199809,0.02177291,0.16351519,-0.02524826,0.17064754,0.43149910,-0.00000001,0.03473019,0.08737735,0.06352160,-0.03554385,-0.00224719,0.00152946,-0.01682342,0.05199677,-0.00543583,0.02122905,0.04500957,0.00000000,0.09638495,0.06327012,0.01133048,-0.04026845,0.32558577,-0.00525510,0.24750498,-0.02106026,-0.13577187,-0.03381771,-0.00571622,-0.10954699,0.01819059,-0.02335859,-0.02223039,-0.01724137,0.22444167,0.00864556,0.49825526,0.08510258,-0.02654189,-0.03703703,-0.13938444,0.12238520,0.15120285,-0.06474820,0.00000000,-0.00006441,0.01998651,0.03734045,-0.06600308,0.03445467,0.00000000,0.03846153,0.13205298,0.00000000,0.00803212,0.07378556,-0.17529895,0.07648246,0.08366490,-0.03855076,-0.01339717,-0.05046257,-0.02688203,0.03125000,-0.01190211,-0.02631578,-0.04821719,0.08061188,0.07692151,0.03444760,0.03980045,0.04497358,-0.04918032,-0.04580467,-0.48692746,-0.05493866,0.04046242,0.07813134,-0.04819348,0.00000000,-0.00435729,0.02407944,0.08454454,0.24441833,-0.01412607,0.03070175,-0.92954133,0.07795941,0.12557784,0.87317068,0.00195764,-0.08135427,0.00000000,-0.04039472,0.00000000,-0.00691190,0.12660314,0.00968844,-0.05642574,-0.11483855,0.00401606,-0.02437434,-0.02857101,0.00697785,0.26271849,0.01071974,-0.00061963,-0.00050407,-0.41340117,0.37949730,-0.15327134,0.11123616,-0.22979625,-0.00379858,0.26545459,-0.14716981,0.10478328,0.16558181,-0.10936788
baseVolume,1.37152442,2.86346899,144.29977567,38.63279317,2.44243823,58.98530227,34.71652642,37.11172574,1268.25105331,59992363.47193736,161201.62810252,1766219.16836941,1212530.16216843,275813.71841997,55352575.63500954,388.78840268,52049533.59755110,12.10073313,0.93594975,0.10964561,0.48322041,2.30447365,1.96672930,194204.04485681,0.27500792,1.78516868,5.84702428,329718.99073223,0.40457127,3.42652115,0.18668022,2.18352853,0.23489938,0.26020503,6.29693654,44.53263171,321924.44938625,0.62841413,0.43839910,0.87300075,16823.24916296,0.13735444,4068555.64962140,8363.79986291,189457.34046004,28613.68937536,1.77294649,23898.34071378,6807689.73772921,1271447.25557680,1029608.73518074,0.07282846,5433.41684817,0.06621096,15.69075117,20261.79430297,1708472.80851033,14767.05887112,36599.48654792,359511.81739241,57317.20123629,14406.77054449,0.13856923,0.01584007,0.03377064,1.82311822,10.10878975,15542.39930535,173837.06431541,14943.00488285,6147.43046376,7047.13479825,170893.52635282,32.89955167,55088.67533013,4384559.29318400,196149.22427855,1953072.60158811,245895.46405978,119791.90605400,3533.65328359,18842.66909550,18374.48354230,1.37554946,20713.52039987,0.05804876,39633.22218393,0.00000000,250738.39317040,422756.29721325,43067.25065268,121172.46896503,5853.69995912,1817.21816626,3002.46029638,864741.71954886,13618.79550655,25815.16696657,0.20274907,19937.50270208,0.00000000,1228.97983645,54160.65056802,0.16661837,3524.18838133,3318.21687110,4466.63049293,83162.60897043,143607.64428431,915948.02602607,0.04242234,4831.48941906,0.00000000,236.47681082,986.15295968,987.39779244,5661.20623276,1.39716877,100923.97544458,0.00000000,0.08056612,4047.25212634,0.00000000,857779.92684890,1849726.92474434,18137.12728751,5010.86784726,144549.73960891,1602.70009264,0.53533448,38891.70316375,71375.22665793,5751107.14544356,1535825.22330826,106947.75595629,5669.32742959,313184.76868151,25950.42070387,0.11874949,21666.79897274,29129.38524496,138.60167062,132887.84054385,466.77299792,3681.80151905,796.21717253,897.54902612,0.04893973,3210.43128222,0.00000000,29252.63738115,14869.96934729,3.17406642,0.00786301,1744.30203260,79.76587317,0.11484359,4982.74914467,0.11132428,30239.92890222,7706.23951026,0.06234325,2111.80537194,0.00000000,12144.47543367,2126.63257708,0.14999164,22065.04156006,0.00000000,12139.60572948,15748.37885509,0.00552416,214.54451239,5330.69908419,6944.27471665,886.17542698,10097.33330200,33012.91731630,0.87217102,61854.71434255,4107.91734436,0.08803225,473.61463759,2695.14552503,3547.86941215,20344.86874482,1584.70675514,4630.06154368,5797.52589561,2941.09002067,318.72731123,872.92175416,31.99999952,21121.40587754,6794.80662322,3820.83424842,4428.03902218,0.13982924,39547.42970410,15904.79205395,34858.11737084,275049.72370744,0.01754503,2048.86775499,0.00000000,200104.59347418,1120.90424658,47.38854087,0.00357568,123784.64406998,2780.92413822,20565.25576351,293.89680252,323.09473594,1.44000078,177.21982877,19.84249382,3996.01119155,14533.98621765,242049.50546926,0.37685071,3620.23345223,5001.20517824,728.81014310,0.01008729,1846.19248909,0.03548827,144.68980762,191542.86002996,631.68091607,120.85339942,17.90341577,0.00000000,0.02289771,5208.13831532,1393.25544805,0.00000000,0.00000000,0.05899064,28099.35118662,0.00000000,0.13308196,9065.55941329,170.32986058,1073.29756991,172592.29327142,0.20526882,120819.17218657,0.02831950,2839.38741376,0.12027790,9648.28898845,0.98068347,128666.89052560,0.74706788,27788.85272886,21.73480394,491936.07871794,68379.72230571,2.29526915,137213.24625062,1916.51041434,598.42748705,0.22993447,5191.27559363,2879.91022289,1.05027450,0.00075724,13.20938551,444.69960603,0.00000000,13327.31839218,9415.52296126,0.00000000,34331.97374570,0.00000000,1479.28620695,2.63987776,79742.78902414,0.00000000,266446.15905735,158.13673785,8398.69188674,10991.91212777,1572.33172809,29.21880552,359.40223198,1291.15764560,17120.94218402,3994.18696989,260.95109907,1289.64297022,715.14383192,56952.35607416,14820.58849269,6516.24231567,80804.15668457,2308.65684149,34194.21142054,2770.52774960,35554.78977839,65.41659938,0.10485839,8567.34649349,30269.63818734,4982.24877012
